"Year","Team","Current Conference","Actual Conference","Team State","Team City","Coach","Ranking","Seed","RPI","Score","Opponent Score","Score Bucket","Opponent Score Bucket","Opponent","Overtimes","Round","Region","Season Wins","Season Losses","Automatic/At-Large","Opponent Current Conference","Opponent Actual Conference","Opponent State","Opponent City","Opponent Ranking","Opponent Seed","Opponent RPI","Opponent Region","Location City","Location State","Day of Week","Date","Decade","Wins","Losses"
"1989","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Krzyzewski, Mike","9","2","0","70","63"," 70 - 79"," 60 - 69","West Virginia","0","Round of 32","East","24","7","At Large","Big Twelve","Atlantic Ten","West Virginia","Morgantown","17","7","0","East","Greensboro","North Carolina","Saturday","March 18","1980-1989","1","0"
"1989","Evansville","Missouri Valley","Horizon League","Indiana","Evansville","Crews, Jim","0","11","0","94","90"," 90 - 99"," 90 - 99","Oregon State","1","Round of 64","West","24","5","At Large","Pacific Twelve","Pacific Twelve","Oregon","Corvallis","0","6","0","West","Tucson","Arizona","Friday","March 17","1980-1989","1","0"
"1989","Georgetown","Big East","Big East","District of Columbia","Washington","Thompson, John","2","1","0","69","61"," 60 - 69"," 60 - 69","North Carolina State","0","Sweet Sixteen","East","26","4","Automatic","Atlantic Coast","Atlantic Coast","North Carolina","Raleigh","19","5","0","East","East Rutherford","New Jersey","Friday","March 24","1980-1989","1","0"
"1989","Georgetown","Big East","Big East","District of Columbia","Washington","Thompson, John","2","1","0","81","74"," 80 - 89"," 70 - 79","Notre Dame","0","Round of 32","East","26","4","Automatic","Atlantic Coast","Independent","Indiana","South Bend","0","9","0","East","Providence","Rhode Island","Sunday","March 19","1980-1989","1","0"
"1989","Georgetown","Big East","Big East","District of Columbia","Washington","Thompson, John","2","1","0","50","49"," 50 - 59","  0 - 49","Princeton","0","Round of 64","East","26","4","Automatic","Ivy League","Ivy League","New Jersey","Princeton","0","16","0","East","Providence","Rhode Island","Friday","March 17","1980-1989","1","0"
"1989","Illinois","Big Ten","Big Ten","Illinois","Champaign","Henson, Lou","3","1","0","72","60"," 70 - 79"," 60 - 69","Ball State","0","Round of 32","Midwest","27","4","At Large","Mid American","Mid American","Indiana","Muncie","18","9","0","Midwest","Indianapolis","Indiana","Saturday","March 18","1980-1989","1","0"
"1989","Illinois","Big Ten","Big Ten","Illinois","Champaign","Henson, Lou","3","1","0","83","69"," 80 - 89"," 60 - 69","Louisville","0","Sweet Sixteen","Midwest","27","4","At Large","Atlantic Coast","Metro","Kentucky","Louisville","12","4","0","Midwest","Minneapolis","Minnesota","Friday","March 24","1980-1989","1","0"
"1989","Illinois","Big Ten","Big Ten","Illinois","Champaign","Henson, Lou","3","1","0","77","71"," 70 - 79"," 70 - 79","McNeese State","0","Round of 64","Midwest","27","4","At Large","Southland","Southland","Louisiana","Lake Charles","0","16","0","Midwest","Indianapolis","Indiana","Thursday","March 16","1980-1989","1","0"
"1989","Illinois","Big Ten","Big Ten","Illinois","Champaign","Henson, Lou","3","1","0","89","86"," 80 - 89"," 80 - 89","Syracuse","0","Elite Eight","Midwest","27","4","At Large","Atlantic Coast","Big East","New York","Syracuse","7","2","0","Midwest","Minneapolis","Minnesota","Sunday","March 26","1980-1989","1","0"
"1989","Indiana","Big Ten","Big Ten","Indiana","Bloomington","Knight, Bob","8","2","0","99","85"," 90 - 99"," 80 - 89","George Mason","0","Round of 64","West","25","7","Automatic","Atlantic Ten","Colonial","Virginia","Fairfax","0","15","0","West","Tucson","Arizona","Friday","March 17","1980-1989","1","0"
"1989","Indiana","Big Ten","Big Ten","Indiana","Bloomington","Knight, Bob","8","2","0","92","69"," 90 - 99"," 60 - 69","Texas-El Paso","0","Round of 32","West","25","7","Automatic","Conference USA","Western Athletic","Texas","El Paso","0","7","0","West","Tucson","Arizona","Sunday","March 19","1980-1989","1","0"
"1989","Iowa","Big Ten","Big Ten","Iowa","Iowa City","Davis, Tom","14","4","0","87","73"," 80 - 89"," 70 - 79","Rutgers","0","Round of 64","East","22","9","At Large","Big Ten","Atlantic Ten","New Jersey","New Brunswick","0","13","0","East","Providence","Rhode Island","Friday","March 17","1980-1989","1","0"
"1989","Louisiana Tech","Conference USA","American South","Louisiana","Ruston","Eagles, Tommy Joe","0","9","0","83","74"," 80 - 89"," 70 - 79","La Salle","0","Round of 64","Southeast","22","8","At Large","Atlantic Ten","Metro Atlantic","Pennsylvania","Philadelphia","0","8","0","Southeast","Nashville","Tennessee","Thursday","March 16","1980-1989","1","0"
"1989","Louisville","Atlantic Coast","Metro","Kentucky","Louisville","Crum, Denny","12","4","0","93","84"," 90 - 99"," 80 - 89","Arkansas","0","Round of 32","Midwest","22","8","Automatic","Southeastern","Southwest","Arkansas","Fayetteville","0","5","0","Midwest","Indianapolis","Indiana","Saturday","March 18","1980-1989","1","0"
"1989","Louisville","Atlantic Coast","Metro","Kentucky","Louisville","Crum, Denny","12","4","0","76","71"," 70 - 79"," 70 - 79","Arkansas-Little Rock","0","Round of 64","Midwest","22","8","Automatic","Sun Belt","Atlantic Sun","Arkansas","Little Rock","0","13","0","Midwest","Indianapolis","Indiana","Thursday","March 16","1980-1989","1","0"
"1989","Michigan","Big Ten","Big Ten","Michigan","Ann Arbor","Fisher, Steve","10","3","0","83","81"," 80 - 89"," 80 - 89","Illinois","0","National Semifinals","Southeast","24","7","At Large","Big Ten","Big Ten","Illinois","Champaign","3","1","0","Midwest","Seattle","Washington","Saturday","April 1","1980-1989","1","0"
"1989","Michigan","Big Ten","Big Ten","Michigan","Ann Arbor","Fisher, Steve","10","3","0","92","87"," 90 - 99"," 80 - 89","North Carolina","0","Sweet Sixteen","Southeast","24","7","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","5","2","0","Southeast","Lexington","Kentucky","Thursday","March 23","1980-1989","1","0"
"1989","Michigan","Big Ten","Big Ten","Michigan","Ann Arbor","Fisher, Steve","10","3","0","80","79"," 80 - 89"," 70 - 79","Seton Hall","1","National Championship","Southeast","24","7","At Large","Big East","Big East","New Jersey","South Orange","11","3","0","West","Seattle","Washington","Monday","April 3","1980-1989","1","0"
"1989","Michigan","Big Ten","Big Ten","Michigan","Ann Arbor","Fisher, Steve","10","3","0","91","82"," 90 - 99"," 80 - 89","South Alabama","0","Round of 32","Southeast","24","7","At Large","Sun Belt","Sun Belt","Alabama","Mobile","0","11","0","Southeast","Atlanta","Georgia","Sunday","March 19","1980-1989","1","0"
"1989","Michigan","Big Ten","Big Ten","Michigan","Ann Arbor","Fisher, Steve","10","3","0","102","65","100 or more"," 60 - 69","Virginia","0","Elite Eight","Southeast","24","7","At Large","Atlantic Coast","Atlantic Coast","Virginia","Charlottesville","0","5","0","Southeast","Lexington","Kentucky","Saturday","March 25","1980-1989","1","0"
"1989","Michigan","Big Ten","Big Ten","Michigan","Ann Arbor","Fisher, Steve","10","3","0","92","87"," 90 - 99"," 80 - 89","Xavier, Ohio","0","Round of 64","Southeast","24","7","At Large","Big East","Horizon League","Ohio","Cincinnati","0","14","0","Southeast","Atlanta","Georgia","Friday","March 17","1980-1989","1","0"
"1989","Middle Tennessee State","Conference USA","Ohio Valley","Tennessee","Murfreesboro","Stewart, Bruce","0","13","0","97","83"," 90 - 99"," 80 - 89","Florida State","0","Round of 64","Southeast","22","7","Automatic","Atlantic Coast","Metro","Florida","Tallahassee","16","4","0","Southeast","Nashville","Tennessee","Thursday","March 16","1980-1989","1","0"
"1989","Minnesota","Big Ten","Big Ten","Minnesota","Minneapolis","Haskins, Clem","0","11","0","86","75"," 80 - 89"," 70 - 79","Kansas State","0","Round of 64","East","17","11","At Large","Big Twelve","Big Eight","Kansas","Manhattan","0","6","0","East","Greensboro","North Carolina","Thursday","March 16","1980-1989","1","0"
"1989","Minnesota","Big Ten","Big Ten","Minnesota","Minneapolis","Haskins, Clem","0","11","0","80","67"," 80 - 89"," 60 - 69","Siena","0","Round of 32","East","17","11","At Large","Metro Atlantic","America East","New York","Albany","0","14","0","East","Greensboro","North Carolina","Saturday","March 18","1980-1989","1","0"
"1989","Missouri","Southeastern","Big Eight","Missouri","Columbia","Stewart, Norm","6","3","0","85","69"," 80 - 89"," 60 - 69","Creighton","0","Round of 64","Midwest","27","7","Automatic","Big East","Missouri Valley","Nebraska","Omaha","0","14","0","Midwest","Dallas","Texas","Friday","March 17","1980-1989","1","0"
"1989","Missouri","Southeastern","Big Eight","Missouri","Columbia","Stewart, Norm","6","3","0","108","89","100 or more"," 80 - 89","Texas","0","Round of 32","Midwest","27","7","Automatic","Big Twelve","Southwest","Texas","Austin","0","11","0","Midwest","Dallas","Texas","Sunday","March 19","1980-1989","1","0"
"1989","Nevada-Las Vegas","Mountain West","Big West","Nevada","Las Vegas","Tarkanian, Jerry","15","4","0","68","67"," 60 - 69"," 60 - 69","Arizona","0","Sweet Sixteen","West","26","7","Automatic","Pacific Twelve","Pacific Twelve","Arizona","Tucson","1","1","0","West","Denver","Colorado","Thursday","March 23","1980-1989","1","0"
"1989","Nevada-Las Vegas","Mountain West","Big West","Nevada","Las Vegas","Tarkanian, Jerry","15","4","0","85","70"," 80 - 89"," 70 - 79","DePaul","0","Round of 32","West","26","7","Automatic","Big East","Independent","Illinois","Chicago","0","12","0","West","Boise","Idaho","Saturday","March 18","1980-1989","1","0"
"1989","Nevada-Las Vegas","Mountain West","Big West","Nevada","Las Vegas","Tarkanian, Jerry","15","4","0","68","56"," 60 - 69"," 50 - 59","Idaho","0","Round of 64","West","26","7","Automatic","Big Sky","Big Sky","Idaho","Moscow","0","13","0","West","Boise","Idaho","Thursday","March 16","1980-1989","1","0"
"1989","North Carolina","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","Smith, Dean","5","2","0","93","79"," 90 - 99"," 70 - 79","Southern","0","Round of 64","Southeast","27","7","Automatic","Southwestern Athletic","Southwestern Athletic","Louisiana","Baton Rouge","0","15","0","Southeast","Atlanta","Georgia","Friday","March 17","1980-1989","1","0"
"1989","North Carolina","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","Smith, Dean","5","2","0","88","81"," 80 - 89"," 80 - 89","UCLA","0","Round of 32","Southeast","27","7","Automatic","Pacific Twelve","Pacific Twelve","California","Los Angeles","0","7","0","Southeast","Atlanta","Georgia","Sunday","March 19","1980-1989","1","0"
"1989","North Carolina State","Atlantic Coast","Atlantic Coast","North Carolina","Raleigh","Valvano, Jim","19","5","0","102","96","100 or more"," 90 - 99","Iowa","2","Round of 32","East","20","8","At Large","Big Ten","Big Ten","Iowa","Iowa City","14","4","0","East","Providence","Rhode Island","Sunday","March 19","1980-1989","1","0"
"1989","North Carolina State","Atlantic Coast","Atlantic Coast","North Carolina","Raleigh","Valvano, Jim","19","5","0","81","66"," 80 - 89"," 60 - 69","South Carolina","0","Round of 64","East","20","8","At Large","Southeastern","Metro","South Carolina","Columbia","0","12","0","East","Providence","Rhode Island","Friday","March 17","1980-1989","1","0"
"1989","Notre Dame","Atlantic Coast","Independent","Indiana","South Bend","Phelps, Digger","0","9","0","81","65"," 80 - 89"," 60 - 69","Vanderbilt","0","Round of 64","East","20","8","At Large","Southeastern","Southeastern","Tennessee","Nashville","0","8","0","East","Providence","Rhode Island","Friday","March 17","1980-1989","1","0"
"1989","Oklahoma","Big Twelve","Big Eight","Oklahoma","Norman","Tubbs, Billy","4","1","0","72","71"," 70 - 79"," 70 - 79","East Tennessee State","0","Round of 64","Southeast","28","5","At Large","Southern","Southern","Tennessee","Johnson City","0","16","0","Southeast","Nashville","Tennessee","Thursday","March 16","1980-1989","1","0"
"1989","Oklahoma","Big Twelve","Big Eight","Oklahoma","Norman","Tubbs, Billy","4","1","0","124","81","100 or more"," 80 - 89","Louisiana Tech","0","Round of 32","Southeast","28","5","At Large","Conference USA","American South","Louisiana","Ruston","0","9","0","Southeast","Nashville","Tennessee","Saturday","March 18","1980-1989","1","0"
"1989","Seton Hall","Big East","Big East","New Jersey","South Orange","Carlesimo, P.J.","11","3","0","95","78"," 90 - 99"," 70 - 79","Duke","0","National Semifinals","West","26","6","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Durham","9","2","0","East","Seattle","Washington","Saturday","April 1","1980-1989","1","0"
"1989","Seton Hall","Big East","Big East","New Jersey","South Orange","Carlesimo, P.J.","11","3","0","87","73"," 80 - 89"," 70 - 79","Evansville","0","Round of 32","West","26","6","At Large","Missouri Valley","Horizon League","Indiana","Evansville","0","11","0","West","Tucson","Arizona","Sunday","March 19","1980-1989","1","0"
"1989","Seton Hall","Big East","Big East","New Jersey","South Orange","Carlesimo, P.J.","11","3","0","78","65"," 70 - 79"," 60 - 69","Indiana","0","Sweet Sixteen","West","26","6","At Large","Big Ten","Big Ten","Indiana","Bloomington","8","2","0","West","Denver","Colorado","Thursday","March 23","1980-1989","1","0"
"1989","Seton Hall","Big East","Big East","New Jersey","South Orange","Carlesimo, P.J.","11","3","0","60","51"," 60 - 69"," 50 - 59","Missouri State","0","Round of 64","West","26","6","At Large","Missouri Valley","Summit League","Missouri","Springfield","0","14","0","West","Tucson","Arizona","Friday","March 17","1980-1989","1","0"
"1989","Seton Hall","Big East","Big East","New Jersey","South Orange","Carlesimo, P.J.","11","3","0","84","61"," 80 - 89"," 60 - 69","Nevada-Las Vegas","0","Elite Eight","West","26","6","At Large","Mountain West","Big West","Nevada","Las Vegas","15","4","0","West","Denver","Colorado","Saturday","March 25","1980-1989","1","0"
"1989","Siena","Metro Atlantic","America East","New York","Albany","Deane, Mike","0","14","0","80","78"," 80 - 89"," 70 - 79","Stanford","0","Round of 64","East","24","4","Automatic","Pacific Twelve","Pacific Twelve","California","Palo Alto","13","3","0","East","Greensboro","North Carolina","Thursday","March 16","1980-1989","1","0"
"1989","South Alabama","Sun Belt","Sun Belt","Alabama","Mobile","Arrow, Ronnie","0","11","0","86","84"," 80 - 89"," 80 - 89","Alabama","0","Round of 64","Southeast","22","8","Automatic","Southeastern","Southeastern","Alabama","Tuscaloosa","20","6","0","Southeast","Atlanta","Georgia","Friday","March 17","1980-1989","1","0"
"1989","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","7","2","0","104","81","100 or more"," 80 - 89","Bucknell","0","Round of 64","Midwest","27","7","At Large","Patriot","East Coast","Pennsylvania","Lewisburg","0","15","0","Midwest","Dallas","Texas","Friday","March 17","1980-1989","1","0"
"1989","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","7","2","0","65","50"," 60 - 69"," 50 - 59","Colorado State","0","Round of 32","Midwest","27","7","At Large","Mountain West","Western Athletic","Colorado","Fort Collins","0","10","0","Midwest","Dallas","Texas","Sunday","March 19","1980-1989","1","0"
"1989","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","7","2","0","83","80"," 80 - 89"," 80 - 89","Missouri","0","Sweet Sixteen","Midwest","27","7","At Large","Southeastern","Big Eight","Missouri","Columbia","6","3","0","Midwest","Minneapolis","Minnesota","Friday","March 24","1980-1989","1","0"
"1989","Texas","Big Twelve","Southwest","Texas","Austin","Penders, Tom","0","11","0","76","70"," 70 - 79"," 70 - 79","Georgia Tech","0","Round of 64","Midwest","24","8","At Large","Atlantic Coast","Atlantic Coast","Georgia","Atlanta","0","6","0","Midwest","Dallas","Texas","Friday","March 17","1980-1989","1","0"
"1989","Texas-El Paso","Conference USA","Western Athletic","Texas","El Paso","Haskins, Don","0","7","0","85","74"," 80 - 89"," 70 - 79","Louisiana State","0","Round of 64","West","25","6","Automatic","Southeastern","Southeastern","Louisiana","Baton Rouge","0","10","0","West","Tucson","Arizona","Friday","March 17","1980-1989","1","0"
"1989","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Harrick, Jim","0","7","0","84","74"," 80 - 89"," 70 - 79","Iowa State","0","Round of 64","Southeast","20","9","At Large","Big Twelve","Big Eight","Iowa","Ames","0","10","0","Southeast","Atlanta","Georgia","Friday","March 17","1980-1989","1","0"
"1989","Virginia","Atlantic Coast","Atlantic Coast","Virginia","Charlottesville","Holland, Terry","0","5","0","104","88","100 or more"," 80 - 89","Middle Tennessee State","0","Round of 32","Southeast","19","10","At Large","Conference USA","Ohio Valley","Tennessee","Murfreesboro","0","13","0","Southeast","Nashville","Tennessee","Saturday","March 18","1980-1989","1","0"
